CustomerID;CustomerName;BillToCustomerID;CustomerCategoryID;BuyingGroupID;PrimaryContactPersonID;AlternateContactPersonID;DeliveryMethodID;DeliveryCityID;PostalCityID;CreditLimit;AccountOpenedDate;StandardDiscountPercentage;IsStatementSent;IsOnCreditHold;PaymentDays;PhoneNumber;FaxNumber;DeliveryRun;RunPosition;WebsiteURL;DeliveryAddressLine1;DeliveryAddressLine2;DeliveryPostalCode;DeliveryLocation;PostalAddressLine1;PostalAddressLine2;PostalPostalCode;LastEditedBy;ValidFrom;ValidTo
533;Wingtip Toys (Nichols Hills, OK);401;3;2;2265;2266;3;24349;24349;;2013-01-01;,000;False;False;7;(405) 555-0100;(405) 555-0101;;;http://www.wingtiptoys.com/NicholsHills;Shop 131;880 Mannik Lane;90128;PO Box 3675;Pauletville;90128;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
534;Wingtip Toys (Plaquemine, LA);401;3;2;2267;2268;3;27232;27232;;2013-01-01;,000;False;False;7;(225) 555-0100;(225) 555-0101;;;http://www.wingtiptoys.com/Plaquemine;Shop 79;384 Yadav Boulevard;90520;PO Box 2805;Linnaville;90520;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
535;Wingtip Toys (Triadelphia, WV);401;3;2;2269;2270;3;34411;34411;;2013-01-01;,000;False;False;7;(304) 555-0100;(304) 555-0101;;;http://www.wingtiptoys.com/Triadelphia;Suite 212;599 Huiting Lane;90747;PO Box 1209;Rozitisville;90747;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
536;Wingtip Toys (Ferney, SD);401;3;2;2271;2272;3;11491;11491;;2013-01-01;,000;False;False;7;(605) 555-0100;(605) 555-0101;;;http://www.wingtiptoys.com/Ferney;Shop 270;289 Ahmadi Crescent;90461;PO Box 9815;Rautville;90461;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
537;Wingtip Toys (Akhiok, AK);401;3;2;2273;2274;3;242;242;;2013-01-01;,000;False;False;7;(907) 555-0100;(907) 555-0101;;;http://www.wingtiptoys.com/Akhiok;Unit 246;1280 Tran Boulevard;90197;PO Box 9003;Zareville;90197;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
538;Wingtip Toys (Deeson, MS);401;3;2;2275;2276;3;8751;8751;;2013-01-01;,000;False;False;7;(228) 555-0100;(228) 555-0101;;;http://www.wingtiptoys.com/Deeson;Unit 247;391 Lanctot Lane;90338;PO Box 8260;Buecekville;90338;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
539;Wingtip Toys (Nuangola, PA);401;3;2;2277;2278;3;24898;24898;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.wingtiptoys.com/Nuangola;Shop 258;148 Dellucci Boulevard;90156;PO Box 3745;Ghoshville;90156;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
540;Wingtip Toys (Weld, ME);401;3;2;2279;2280;3;36322;36322;;2013-01-01;,000;False;False;7;(207) 555-0100;(207) 555-0101;;;http://www.wingtiptoys.com/Weld;Shop 237;540 Buresova Road;90031;PO Box 1029;Sontiville;90031;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
541;Wingtip Toys (Mickleton, NJ);401;3;2;2281;2282;3;22020;22020;;2013-01-01;,000;False;False;7;(201) 555-0100;(201) 555-0101;;;http://www.wingtiptoys.com/Mickleton;Unit 107;1679 Modi Lane;90751;PO Box 1588;Rajuville;90751;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
542;Wingtip Toys (Schererville, IN);401;3;2;2283;2284;3;30790;30790;;2013-01-01;,000;False;False;7;(219) 555-0100;(219) 555-0101;;;http://www.wingtiptoys.com/Schererville;Unit 147;147 Hadrabova Street;90457;PO Box 4708;Lindville;90457;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
543;Wingtip Toys (Lexington Heights, MI);401;3;2;2285;2286;3;19338;19338;;2013-01-01;,000;False;False;7;(231) 555-0100;(231) 555-0101;;;http://www.wingtiptoys.com/LexingtonHeights;Shop 234;390 Korjus Road;90067;PO Box 5784;Charltonville;90067;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
544;Wingtip Toys (Broomtown, AL);401;3;2;2287;2288;3;4278;4278;;2013-01-01;,000;False;False;7;(205) 555-0100;(205) 555-0101;;;http://www.wingtiptoys.com/Broomtown;Unit 39;1028 Carrillo Boulevard;90717;PO Box 3367;Chirilaville;90717;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
545;Wingtip Toys (Jamison, IA);401;3;2;2289;2290;3;16891;16891;;2013-01-01;,000;False;False;7;(319) 555-0100;(319) 555-0101;;;http://www.wingtiptoys.com/Jamison;Unit 90;1984 Esposito Road;90010;PO Box 9202;Radanville;90010;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
546;Wingtip Toys (Key Biscayne, FL);401;3;2;2291;2292;3;17632;17632;;2013-01-01;,000;False;False;7;(239) 555-0100;(239) 555-0101;;;http://www.wingtiptoys.com/KeyBiscayne;Shop 226;1642 Jantunen Crescent;90085;PO Box 3368;Huqville;90085;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
547;Wingtip Toys (Chaseley, ND);401;3;2;2293;2294;3;6115;6115;;2013-01-01;,000;False;False;7;(701) 555-0100;(701) 555-0101;;;http://www.wingtiptoys.com/Chaseley;Suite 211;1666 Semjonov Lane;90066;PO Box 769;Jozicville;90066;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
548;Wingtip Toys (Indian Creek, IL);401;3;2;2295;2296;3;16469;16469;;2013-01-01;,000;False;False;7;(217) 555-0100;(217) 555-0101;;;http://www.wingtiptoys.com/IndianCreek;Unit 40;63 Celmina Road;90610;PO Box 4965;Yektaville;90610;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
549;Wingtip Toys (Lake Ronkonkoma, NY);401;3;2;2297;2298;3;18446;18446;;2013-01-01;,000;False;False;7;(212) 555-0100;(212) 555-0101;;;http://www.wingtiptoys.com/LakeRonkonkoma;Suite 131;576 Sedlar Road;90437;PO Box 3313;Saulitisville;90437;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
550;Wingtip Toys (Morrison Bluff, AR);401;3;2;2299;2300;3;23026;23026;;2013-01-01;,000;False;False;7;(479) 555-0100;(479) 555-0101;;;http://www.wingtiptoys.com/MorrisonBluff;Shop 284;645 Khalsa Boulevard;90682;PO Box 3218;Nastaseville;90682;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
551;Wingtip Toys (Huntingburg, IN);401;3;2;2301;2302;3;16239;16239;;2013-01-01;,000;False;False;7;(219) 555-0100;(219) 555-0101;;;http://www.wingtiptoys.com/Huntingburg;Unit 7;833 Pasek Boulevard;90434;PO Box 158;Lucchesiville;90434;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
552;Wingtip Toys (Shay, PA);401;3;2;2303;2304;3;31266;31266;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.wingtiptoys.com/Shay;Suite 140;1587 Olofsson Boulevard;90759;PO Box 5222;Klavinsville;90759;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
553;Wingtip Toys (Helotes, TX);401;3;2;2305;2306;3;15143;15143;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.wingtiptoys.com/Helotes;Unit 237;1534 Milano Lane;90119;PO Box 7611;Dupuyville;90119;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
554;Wingtip Toys (Hollandsburg, IN);401;3;2;2307;2308;3;15726;15726;;2013-01-01;,000;False;False;7;(219) 555-0100;(219) 555-0101;;;http://www.wingtiptoys.com/Hollandsburg;Unit 234;1014 Shuler Avenue;90683;PO Box 4186;Stolinovaville;90683;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
555;Wingtip Toys (Liberty Grove, MD);401;3;2;2309;2310;3;19368;19368;;2013-01-01;,000;False;False;7;(240) 555-0100;(240) 555-0101;;;http://www.wingtiptoys.com/LibertyGrove;Shop 177;1754 Kaskar Avenue;90204;PO Box 4568;Utjesenovicville;90204;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
556;Wingtip Toys (Morita, TX);401;3;2;2311;2312;3;22984;22984;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.wingtiptoys.com/Morita;Suite 54;598 Ilic Road;90222;PO Box 6900;Atitarnville;90222;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
557;Wingtip Toys (New Laguna, NM);401;3;2;2313;2314;3;24007;24007;;2013-01-01;,000;False;False;7;(505) 555-0100;(505) 555-0101;;;http://www.wingtiptoys.com/NewLaguna;Suite 185;1687 Ornlamai Lane;90761;PO Box 5434;Dasville;90761;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
558;Wingtip Toys (Bourneville, OH);401;3;2;2315;2316;3;3663;3663;;2013-01-01;,000;False;False;7;(216) 555-0100;(216) 555-0101;;;http://www.wingtiptoys.com/Bourneville;Unit 10;158 Lieu Lane;90164;PO Box 5478;Kundzinaville;90164;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
559;Wingtip Toys (Mendoza, TX);401;3;2;2317;2318;3;21821;21821;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.wingtiptoys.com/Mendoza;Unit 42;1448 Brasseur Boulevard;90420;PO Box 4120;sahinville;90420;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
560;Wingtip Toys (Palmas del Mar, PR);401;3;2;2319;2320;3;26010;26010;;2013-01-01;,000;False;False;7;(787) 555-0100;(787) 555-0101;;;http://www.wingtiptoys.com/PalmasdelMar;Suite 72;148 Chávez Street;90167;PO Box 6944;safranekville;90167;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
561;Wingtip Toys (Marion Junction, AL);401;3;2;2321;2322;3;21002;21002;;2013-01-01;,000;False;False;7;(205) 555-0100;(205) 555-0101;;;http://www.wingtiptoys.com/MarionJunction;Shop 88;1444 Leigh Crescent;90078;PO Box 3698;Chávezville;90078;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
562;Wingtip Toys (Ware Shoals, SC);401;3;2;2323;2324;3;35861;35861;;2013-01-01;,000;False;False;7;(803) 555-0100;(803) 555-0101;;;http://www.wingtiptoys.com/WareShoals;Suite 47;940 Rosberg Street;90181;PO Box 136;Ornlamaiville;90181;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
563;Wingtip Toys (Lostine, OR);401;3;2;2325;2326;3;20047;20047;;2013-01-01;,000;False;False;7;(458) 555-0100;(458) 555-0101;;;http://www.wingtiptoys.com/Lostine;Shop 82;931 Mitra Lane;90287;PO Box 7890;Karacaville;90287;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
564;Wingtip Toys (Tilleda, WI);401;3;2;2327;2328;3;34060;34060;;2013-01-01;,000;False;False;7;(262) 555-0100;(262) 555-0101;;;http://www.wingtiptoys.com/Tilleda;Suite 174;1968 Necesana Street;90240;PO Box 8495;Pokornaville;90240;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
565;Wingtip Toys (Wapiti, WY);401;3;2;2329;2330;3;35831;35831;;2013-01-01;,000;False;False;7;(307) 555-0100;(307) 555-0101;;;http://www.wingtiptoys.com/Wapiti;Shop 266;899 Valentova Road;90344;PO Box 739;Stejskalovaville;90344;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
566;Wingtip Toys (Amado, AZ);401;3;2;2331;2332;3;689;689;;2013-01-01;,000;False;False;7;(480) 555-0100;(480) 555-0101;;;http://www.wingtiptoys.com/Amado;Unit 175;593 Mokkapati Road;90107;PO Box 7450;Araujoville;90107;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
567;Wingtip Toys (Jeromesville, OH);401;3;2;2333;2334;3;17039;17039;;2013-01-01;,000;False;False;7;(216) 555-0100;(216) 555-0101;;;http://www.wingtiptoys.com/Jeromesville;Suite 42;1876 Bhamidipati Crescent;90184;PO Box 6951;Sokkville;90184;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
568;Wingtip Toys (Ovilla, TX);401;3;2;2335;2336;3;25818;25818;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.wingtiptoys.com/Ovilla;Suite 158;519 Deslauriers Street;90683;PO Box 1982;Lillville;90683;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
569;Wingtip Toys (West Frostproof, FL);401;3;2;2337;2338;3;36513;36513;;2013-01-01;,000;False;False;7;(239) 555-0100;(239) 555-0101;;;http://www.wingtiptoys.com/WestFrostproof;Shop 39;692 Barney Lane;90126;PO Box 9579;Cuville;90126;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
570;Wingtip Toys (Flomaton, AL);401;3;2;2339;2340;3;11686;11686;;2013-01-01;,000;False;False;7;(205) 555-0100;(205) 555-0101;;;http://www.wingtiptoys.com/Flomaton;Suite 168;145 Weitzer Boulevard;90134;PO Box 7984;Shakibaville;90134;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
571;Wingtip Toys (Pawlet, VT);401;3;2;2341;2342;3;26379;26379;;2013-01-01;,000;False;False;7;(802) 555-0100;(802) 555-0101;;;http://www.wingtiptoys.com/Pawlet;Unit 55;279 Flamand Boulevard;90472;PO Box 9649;Jaramilloville;90472;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
572;Wingtip Toys (Trout Run, PA);401;3;2;2343;2344;3;34466;34466;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.wingtiptoys.com/TroutRun;Unit 190;787 Sarkar Street;90257;PO Box 4301;Prabhupādaville;90257;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
573;Wingtip Toys (Marin City, CA);401;3;2;2345;2346;3;20961;20961;;2013-01-01;,000;False;False;7;(209) 555-0100;(209) 555-0101;;;http://www.wingtiptoys.com/MarinCity;Unit 64;1320 Mittal Boulevard;90449;PO Box 4639;Rehakville;90449;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
574;Wingtip Toys (Molalla, OR);401;3;2;2347;2348;3;22604;22604;;2013-01-01;,000;False;False;7;(458) 555-0100;(458) 555-0101;;;http://www.wingtiptoys.com/Molalla;Suite 207;550 Alexandrova Lane;90761;PO Box 1722;Ruutliville;90761;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
575;Wingtip Toys (Trumansburg, NY);401;3;2;2349;2350;3;34512;34512;;2013-01-01;,000;False;False;7;(212) 555-0100;(212) 555-0101;;;http://www.wingtiptoys.com/Trumansburg;Shop 227;178 Bhogireddy Boulevard;90482;PO Box 5908;Reuserville;90482;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
576;Wingtip Toys (Goodings Grove, IL);401;3;2;2351;2352;3;13388;13388;;2013-01-01;,000;False;False;7;(217) 555-0100;(217) 555-0101;;;http://www.wingtiptoys.com/GoodingsGrove;Shop 156;1428 Mercier Avenue;90512;PO Box 3039;Cuville;90512;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
577;Wingtip Toys (Cherryplain, NY);401;3;2;2353;2354;3;6238;6238;;2013-01-01;,000;False;False;7;(212) 555-0100;(212) 555-0101;;;http://www.wingtiptoys.com/Cherryplain;Shop 170;1688 Madhunapantula Avenue;90779;PO Box 6801;Guptaville;90779;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
578;Wingtip Toys (Bell Acres, PA);401;3;2;2355;2356;3;2436;2436;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.wingtiptoys.com/BellAcres;Suite 8;1761 Nastase Avenue;90526;PO Box 4208;Rakusville;90526;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
579;Wingtip Toys (Connoquenessing, PA);401;3;2;2357;2358;3;7432;7432;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.wingtiptoys.com/Connoquenessing;Suite 199;854 Kotadia Crescent;90775;PO Box 4359;Hrdlickovaville;90775;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
580;Wingtip Toys (Sarversville, PA);401;3;2;2359;2360;3;30663;30663;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.wingtiptoys.com/Sarversville;Shop 55;64 Jaramillo Avenue;90201;PO Box 184;Mookjaiville;90201;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
581;Wingtip Toys (Munich, ND);401;3;2;2361;2362;3;23441;23441;;2013-01-01;,000;False;False;7;(701) 555-0100;(701) 555-0101;;;http://www.wingtiptoys.com/Munich;Shop 283;1167 Thota Street;90334;PO Box 6126;Filipovicville;90334;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
582;Wingtip Toys (Montoya, NM);401;3;2;2363;2364;3;22814;22814;;2013-01-01;,000;False;False;7;(505) 555-0100;(505) 555-0101;;;http://www.wingtiptoys.com/Montoya;Shop 299;780 Rusl Boulevard;90683;PO Box 2498;Brezeanuville;90683;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
583;Wingtip Toys (Knights Landing, CA);401;3;2;2365;2366;3;17935;17935;;2013-01-01;,000;False;False;7;(209) 555-0100;(209) 555-0101;;;http://www.wingtiptoys.com/KnightsLanding;Suite 62;1404 Molnar Road;90400;PO Box 1983;Holyville;90400;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
584;Wingtip Toys (Cache, OK);401;3;2;2367;2368;3;4840;4840;;2013-01-01;,000;False;False;7;(405) 555-0100;(405) 555-0101;;;http://www.wingtiptoys.com/Cache;Unit 250;75 Min Road;90770;PO Box 4557;Berggrenville;90770;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
585;Wingtip Toys (Towaco, NJ);401;3;2;2369;2370;3;34285;34285;;2013-01-01;,000;False;False;7;(201) 555-0100;(201) 555-0101;;;http://www.wingtiptoys.com/Towaco;Unit 12;747 Acar Crescent;90406;PO Box 230;Drdlaville;90406;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
586;Wingtip Toys (Lynne, FL);401;3;2;2371;2372;3;20376;20376;;2013-01-01;,000;False;False;7;(239) 555-0100;(239) 555-0101;;;http://www.wingtiptoys.com/Lynne;Shop 204;167 Kubatova Lane;90009;PO Box 3133;Brasseurville;90009;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
587;Wingtip Toys (Plata, TX);401;3;2;2373;2374;3;27236;27236;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.wingtiptoys.com/Plata;Unit 167;904 Saucier Road;90374;PO Box 7255;Gwakville;90374;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
588;Wingtip Toys (Oak Point, TX);401;3;2;2375;2376;3;24988;24988;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.wingtiptoys.com/OakPoint;Unit 90;1648 Mitra Lane;90380;PO Box 9799;Ghoshville;90380;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
589;Wingtip Toys (Alcester, SD);401;3;2;2377;2378;3;357;357;;2013-01-01;,000;False;False;7;(605) 555-0100;(605) 555-0101;;;http://www.wingtiptoys.com/Alcester;Shop 273;631 Valbe Boulevard;90797;PO Box 3070;Lampsaville;90797;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
590;Wingtip Toys (McAdenville, NC);401;3;2;2379;2380;3;21405;21405;;2013-01-01;,000;False;False;7;(252) 555-0100;(252) 555-0101;;;http://www.wingtiptoys.com/McAdenville;Shop 214;1654 Duong Lane;90644;PO Box 626;Neumannville;90644;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
591;Wingtip Toys (Idaho City, ID);401;3;2;2381;2382;3;16382;16382;;2013-01-01;,000;False;False;7;(208) 555-0100;(208) 555-0101;;;http://www.wingtiptoys.com/IdahoCity;Shop 259;1817 Abola Lane;90426;PO Box 2701;Kommineniville;90426;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
592;Wingtip Toys (Dunkerton, IA);401;3;2;2383;2384;3;9549;9549;;2013-01-01;,000;False;False;7;(319) 555-0100;(319) 555-0101;;;http://www.wingtiptoys.com/Dunkerton;Suite 226;30 Mitra Street;90141;PO Box 8720;Mittalville;90141;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
593;Wingtip Toys (Cuyamungue, NM);401;3;2;2385;2386;3;8296;8296;;2013-01-01;,000;False;False;7;(505) 555-0100;(505) 555-0101;;;http://www.wingtiptoys.com/Cuyamungue;Suite 51;1342 Gajula Boulevard;90540;PO Box 8660;Morganville;90540;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
594;Wingtip Toys (Marfa, TX);401;3;2;2387;2388;3;20924;20924;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.wingtiptoys.com/Marfa;Shop 55;607 Szolosy Street;90235;PO Box 4344;Barriosville;90235;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
595;Wingtip Toys (Accomac, VA);401;3;2;2389;2390;3;54;54;;2013-01-01;,000;False;False;7;(276) 555-0100;(276) 555-0101;;;http://www.wingtiptoys.com/Accomac;Shop 65;1268 Gonzales Road;90378;PO Box 6883;Samaniegoville;90378;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
596;Wingtip Toys (Cos Cob, CT);401;3;2;2391;2392;3;7695;7695;;2013-01-01;,000;False;False;7;(203) 555-0100;(203) 555-0101;;;http://www.wingtiptoys.com/CosCob;Suite 283;1014 Wattanasin Avenue;90675;PO Box 9501;Valbeville;90675;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
597;Wingtip Toys (Haycock, AK);401;3;2;2393;2394;3;14965;14965;;2013-01-01;,000;False;False;7;(907) 555-0100;(907) 555-0101;;;http://www.wingtiptoys.com/Haycock;Suite 183;796 Zvaigzne Boulevard;90603;PO Box 8474;Havzijaville;90603;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
598;Wingtip Toys (Kapa'a, HI);401;3;2;2395;2396;3;17340;17340;;2013-01-01;,000;False;False;7;(808) 555-0100;(808) 555-0101;;;http://www.wingtiptoys.com/Kapa'a;Unit 219;207 Negi Lane;90796;PO Box 4675;Jantunenville;90796;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
599;Wingtip Toys (Dickworsham, TX);401;3;2;2397;2398;3;9077;9077;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.wingtiptoys.com/Dickworsham;Unit 210;811 Benjaree Road;90704;PO Box 3728;Sokkville;90704;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
600;Wingtip Toys (Caro, MI);401;3;2;2399;2400;3;5407;5407;;2013-01-01;,000;False;False;7;(231) 555-0100;(231) 555-0101;;;http://www.wingtiptoys.com/Caro;Unit 159;489 Ganguly Road;90043;PO Box 5657;Longoville;90043;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
601;Wingtip Toys (Ruthsburg, MD);401;3;2;2401;2402;3;29887;29887;;2013-01-01;,000;False;False;7;(240) 555-0100;(240) 555-0101;;;http://www.wingtiptoys.com/Ruthsburg;Unit 123;688 senturk Crescent;90451;PO Box 6713;Shinville;90451;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
801;Eric Torres;801;7;;3001;;3;31321;31321;3000,00;2013-01-01;,000;False;False;7;(307) 555-0100;(307) 555-0101;;;http://www.microsoft.com/EricTorres/;Unit 26;1772 Allu Street;90218;PO Box 4858;Sandhuville;90218;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
802;Cosmina Vlad;802;7;;3002;;3;5192;5192;2940,00;2013-01-01;,000;False;False;7;(505) 555-0100;(505) 555-0101;;;http://www.microsoft.com/CosminaVlad/;Suite 9;908 Nadar Lane;90602;PO Box 1954;Gonzalesville;90602;15;2015-07-01T16:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
803;Bala Dixit;803;3;;3003;;3;33799;33799;2000,00;2013-01-01;,000;False;False;7;(209) 555-0100;(209) 555-0101;;;http://www.microsoft.com/BalaDixit/;Unit 7;844 Magnusson Lane;90676;PO Box 8565;Blahoville;90676;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
804;Aleksandrs Riekstins;804;5;;3004;;3;18069;18069;2200,00;2013-01-01;,000;False;False;7;(605) 555-0100;(605) 555-0101;;;http://www.microsoft.com/AleksandrsRiekstins/;Shop 20;498 Bagheri Lane;90797;PO Box 6490;Linnaville;90797;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
